,station_name,MONTH,Wind
184,DUTCH HARBOR AK US,5.0,12.201555676801194
185,DUTCH HARBOR AK US,6.0,11.525221519380683
186,DUTCH HARBOR AK US,7.0,7.8581602476190735
187,DUTCH HARBOR AK US,8.0,5.416466056812709
188,DUTCH HARBOR AK US,9.0,12.783811997464818
189,DUTCH HARBOR AK US,10.0,13.166086518336295
190,DUTCH HARBOR AK US,11.0,11.004511166068085
191,DUTCH HARBOR AK US,12.0,14.98540575840146
192,EAGLE AIRPORT AK US,1.0,3.432082155898807
193,EAGLE AIRPORT AK US,2.0,3.4955545219069313
194,EAGLE AIRPORT AK US,3.0,5.388203619436066
195,EAGLE AIRPORT AK US,4.0,4.6863931798128355
196,EAGLE AIRPORT AK US,5.0,4.929089344179129
197,EAGLE AIRPORT AK US,6.0,5.839660979034871
198,EAGLE AIRPORT AK US,7.0,3.4041203827495616
199,EAGLE AIRPORT AK US,8.0,5.716228291541653
200,EAGLE AIRPORT AK US,9.0,3.32123727739321
201,EAGLE AIRPORT AK US,10.0,4.525597950993339
202,EAGLE AIRPORT AK US,11.0,4.780841835783613
203,EAGLE AIRPORT AK US,12.0,1.9122244863352118
204,EIELSON FIELD AK US,1.0,5.258918001649218
205,EIELSON FIELD AK US,2.0,4.110380652938451
206,EIELSON FIELD AK US,3.0,5.184954601706068
207,EIELSON FIELD AK US,4.0,6.496141275305406
208,EIELSON FIELD AK US,5.0,6.437221108873726
209,EIELSON FIELD AK US,6.0,6.043471236656016
210,EIELSON FIELD AK US,7.0,4.454641193324274
211,EIELSON FIELD AK US,8.0,6.1699306107051655
212,EIELSON FIELD AK US,9.0,4.97688493419662
213,EIELSON FIELD AK US,10.0,4.177128111423734
214,EIELSON FIELD AK US,11.0,4.922825506108089
215,EIELSON FIELD AK US,12.0,1.62629280606716
216,FAIRBANKS INTERNATIONAL AIRPORT AK US,1.0,2.71397
217,FAIRBANKS INTERNATIONAL AIRPORT AK US,2.0,3.28616
218,FAIRBANKS INTERNATIONAL AIRPORT AK US,3.0,5.05087
219,FAIRBANKS INTERNATIONAL AIRPORT AK US,4.0,5.96513
220,FAIRBANKS INTERNATIONAL AIRPORT AK US,5.0,6.81895
221,FAIRBANKS INTERNATIONAL AIRPORT AK US,6.0,6.27944
222,FAIRBANKS INTERNATIONAL AIRPORT AK US,7.0,5.79650
223,FAIRBANKS INTERNATIONAL AIRPORT AK US,8.0,5.51303
224,FAIRBANKS INTERNATIONAL AIRPORT AK US,9.0,5.25486
225,FAIRBANKS INTERNATIONAL AIRPORT AK US,10.0,4.46478
226,FAIRBANKS INTERNATIONAL AIRPORT AK US,11.0,2.97083
227,FAIRBANKS INTERNATIONAL AIRPORT AK US,12.0,2.36290
228,GLEN ALPS AK US,1.0,12.9356678
229,GLEN ALPS AK US,2.0,13.082583999999999
230,GLEN ALPS AK US,3.0,14.1977542
231,GLEN ALPS AK US,4.0,14.299681799999998
232,GLEN ALPS AK US,5.0,16.237062799999997
233,GLEN ALPS AK US,6.0,16.0987602
234,GLEN ALPS AK US,7.0,14.421184
235,GLEN ALPS AK US,8.0,13.3906754
236,GLEN ALPS AK US,9.0,13.6767284
237,GLEN ALPS AK US,10.0,13.162007599999999
238,GLEN ALPS AK US,11.0,12.9435636
239,GLEN ALPS AK US,12.0,12.280394
240,GULKANA AIRPORT AK US,1.0,2.94331
241,GULKANA AIRPORT AK US,2.0,3.73020
242,GULKANA AIRPORT AK US,3.0,5.37362
243,GULKANA AIRPORT AK US,4.0,6.32194
244,GULKANA AIRPORT AK US,5.0,7.17083
245,GULKANA AIRPORT AK US,6.0,6.86916
246,GULKANA AIRPORT AK US,7.0,6.63373
247,GULKANA AIRPORT AK US,8.0,6.45201
248,GULKANA AIRPORT AK US,9.0,6.46676
249,GULKANA AIRPORT AK US,10.0,4.58817
250,GULKANA AIRPORT AK US,11.0,3.01723
251,GULKANA AIRPORT AK US,12.0,2.92121
252,HOMER 8 NW AK US,1.0,7.891
253,HOMER 8 NW AK US,2.0,7.50648
254,HOMER 8 NW AK US,3.0,8.21421
255,HOMER 8 NW AK US,4.0,8.28911
256,HOMER 8 NW AK US,5.0,8.37386
257,HOMER 8 NW AK US,6.0,8.02972
258,HOMER 8 NW AK US,7.0,7.49954
259,HOMER 8 NW AK US,8.0,7.17811
260,HOMER 8 NW AK US,9.0,7.37001
261,HOMER 8 NW AK US,10.0,7.52243
262,HOMER 8 NW AK US,11.0,7.77666
263,HOMER 8 NW AK US,12.0,7.91965
264,HOMER AIRPORT AK US,1.0,7.891
265,HOMER AIRPORT AK US,2.0,7.50648
266,HOMER AIRPORT AK US,3.0,8.21421
267,HOMER AIRPORT AK US,4.0,8.28911
268,HOMER AIRPORT AK US,5.0,8.37386
269,HOMER AIRPORT AK US,6.0,8.02972
270,HOMER AIRPORT AK US,7.0,7.49954
271,HOMER AIRPORT AK US,8.0,7.17811
272,HOMER AIRPORT AK US,9.0,7.37001
273,HOMER AIRPORT AK US,10.0,7.52243
274,HOMER AIRPORT AK US,11.0,7.77666
275,HOMER AIRPORT AK US,12.0,7.91965
276,ILIAMNA AIRPORT AK US,1.0,12.785445606433735
277,ILIAMNA AIRPORT AK US,2.0,12.211971544679376
278,ILIAMNA AIRPORT AK US,3.0,13.076187914340373
279,ILIAMNA AIRPORT AK US,4.0,8.141846968322453
280,ILIAMNA AIRPORT AK US,5.0,8.397251207367335
281,ILIAMNA AIRPORT AK US,6.0,10.177153367218914
282,ILIAMNA AIRPORT AK US,7.0,9.687100742961373
283,ILIAMNA AIRPORT AK US,8.0,8.998278997962355
284,ILIAMNA AIRPORT AK US,9.0,9.13946089701371
285,ILIAMNA AIRPORT AK US,10.0,12.269505792196119
286,ILIAMNA AIRPORT AK US,11.0,11.781537773248669
287,ILIAMNA AIRPORT AK US,12.0,12.04881824927635
288,JUNEAU INTERNATIONAL AIRPORT AK US,1.0,7.23010
289,JUNEAU INTERNATIONAL AIRPORT AK US,2.0,7.30818
290,JUNEAU INTERNATIONAL AIRPORT AK US,3.0,7.86689
291,JUNEAU INTERNATIONAL AIRPORT AK US,4.0,7.83125
292,JUNEAU INTERNATIONAL AIRPORT AK US,5.0,7.46868
293,JUNEAU INTERNATIONAL AIRPORT AK US,6.0,7.04763
294,JUNEAU INTERNATIONAL AIRPORT AK US,7.0,6.79368
295,JUNEAU INTERNATIONAL AIRPORT AK US,8.0,6.92365
296,JUNEAU INTERNATIONAL AIRPORT AK US,9.0,7.81125
297,JUNEAU INTERNATIONAL AIRPORT AK US,10.0,8.53857
298,JUNEAU INTERNATIONAL AIRPORT AK US,11.0,7.60361
299,JUNEAU INTERNATIONAL AIRPORT AK US,12.0,7.76303
300,KENAI MUNICIPAL AIRPORT AK US,1.0,9.42311755129435
301,KENAI MUNICIPAL AIRPORT AK US,2.0,6.040408756739677
302,KENAI MUNICIPAL AIRPORT AK US,3.0,10.289331190465992
303,KENAI MUNICIPAL AIRPORT AK US,4.0,7.664011333838731
304,KENAI MUNICIPAL AIRPORT AK US,5.0,8.812167841194773
305,KENAI MUNICIPAL AIRPORT AK US,6.0,8.081884499235741
306,KENAI MUNICIPAL AIRPORT AK US,7.0,8.780297433089233
307,KENAI MUNICIPAL AIRPORT AK US,8.0,6.322968702457443
308,KENAI MUNICIPAL AIRPORT AK US,9.0,7.48816284936684
309,KENAI MUNICIPAL AIRPORT AK US,10.0,7.196398283086995
310,KENAI MUNICIPAL AIRPORT AK US,11.0,6.66515465967414
311,KENAI MUNICIPAL AIRPORT AK US,12.0,8.385224638270849
312,KING SALMON AIRPORT AK US,1.0,10.1759
313,KING SALMON AIRPORT AK US,2.0,10.3224
314,KING SALMON AIRPORT AK US,3.0,10.8632
315,KING SALMON AIRPORT AK US,4.0,10.4687
316,KING SALMON AIRPORT AK US,5.0,10.2747
317,KING SALMON AIRPORT AK US,6.0,9.56583
318,KING SALMON AIRPORT AK US,7.0,9.16088
319,KING SALMON AIRPORT AK US,8.0,9.25591
320,KING SALMON AIRPORT AK US,9.0,9.74791
321,KING SALMON AIRPORT AK US,10.0,9.54005
322,KING SALMON AIRPORT AK US,11.0,9.70305
323,KING SALMON AIRPORT AK US,12.0,9.72043
324,KITOI BAY AK US,1.0,7.256438
325,KITOI BAY AK US,2.0,7.109813999999999
326,KITOI BAY AK US,3.0,7.453638
327,KITOI BAY AK US,4.0,6.939699999999999
328,KITOI BAY AK US,5.0,6.269219999999999
329,KITOI BAY AK US,6.0,5.694306599999999
330,KITOI BAY AK US,7.0,4.848063399999999
331,KITOI BAY AK US,8.0,5.042723
332,KITOI BAY AK US,9.0,5.8234319999999995
333,KITOI BAY AK US,10.0,6.595295999999999
334,KITOI BAY AK US,11.0,7.224596
335,KITOI BAY AK US,12.0,7.423883999999999
336,KODIAK AIRPORT AK US,1.0,12.5111
337,KODIAK AIRPORT AK US,2.0,12.2583
338,KODIAK AIRPORT AK US,3.0,12.8511
339,KODIAK AIRPORT AK US,4.0,11.965
340,KODIAK AIRPORT AK US,5.0,10.8090
341,KODIAK AIRPORT AK US,6.0,9.81777
342,KODIAK AIRPORT AK US,7.0,8.35873
343,KODIAK AIRPORT AK US,8.0,8.69435
344,KODIAK AIRPORT AK US,9.0,10.0404
345,KODIAK AIRPORT AK US,10.0,11.3712
346,KODIAK AIRPORT AK US,11.0,12.4562
347,KODIAK AIRPORT AK US,12.0,12.7998
348,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,1.0,12.2090
349,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,2.0,12.6319
350,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,3.0,11.0337
351,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,4.0,11.0102
352,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,5.0,10.4852
353,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,6.0,11.0313
354,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,7.0,11.6768
355,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,8.0,12.3634
356,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,9.0,12.5808
357,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,10.0,12.9262
358,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,11.0,13.5591
359,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,12.0,13.0045
360,KUPARUK AK US,1.0,10.314907999999999
361,KUPARUK AK US,2.0,10.470533
362,KUPARUK AK US,3.0,9.743951
363,KUPARUK AK US,4.0,9.88115
364,KUPARUK AK US,5.0,10.340969999999999
365,KUPARUK AK US,6.0,10.000753
366,KUPARUK AK US,7.0,10.108237999999998
367,KUPARUK AK US,8.0,10.387035
368,KUPARUK AK US,9.0,10.93774
369,KUPARUK AK US,10.0,11.405112999999998
370,KUPARUK AK US,11.0,10.938818999999999
371,KUPARUK AK US,12.0,10.622506
372,LITTLE PORT WALTER AK US,1.0,7.9023578890484885
373,LITTLE PORT WALTER AK US,2.0,7.95346006970032
374,LITTLE PORT WALTER AK US,3.0,9.435144120390794
375,LITTLE PORT WALTER AK US,4.0,6.69560192376998
376,LITTLE PORT WALTER AK US,5.0,6.66873256398033
377,LITTLE PORT WALTER AK US,6.0,6.385226241813407
378,LITTLE PORT WALTER AK US,7.0,4.960358423829909
379,LITTLE PORT WALTER AK US,8.0,6.388513504033111
380,LITTLE PORT WALTER AK US,9.0,7.292741123690462
381,LITTLE PORT WALTER AK US,10.0,8.541870700752126
382,LITTLE PORT WALTER AK US,11.0,8.875688170305855
383,LITTLE PORT WALTER AK US,12.0,9.700931297422336
384,MAIN BAY AK US,1.0,7.245105887927613
385,MAIN BAY AK US,2.0,10.405108394035528
386,MAIN BAY AK US,3.0,10.287827869328932
387,MAIN BAY AK US,4.0,10.023052928529722
388,MAIN BAY AK US,5.0,9.020828815018175
389,MAIN BAY AK US,6.0,10.49032522649039
390,MAIN BAY AK US,7.0,8.189792890453615
391,MAIN BAY AK US,8.0,8.487149811363285
392,MAIN BAY AK US,9.0,8.409037245081862
393,MAIN BAY AK US,10.0,11.908408055075252
394,MAIN BAY AK US,11.0,11.745808840891305
395,MAIN BAY AK US,12.0,9.028345420703419
396,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,1.0,8.875307328951159
397,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,2.0,8.499047524362265
398,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,3.0,8.47602523494905
399,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,4.0,6.770166652167989
400,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,5.0,7.979327931265786
401,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,6.0,8.564380429244299
402,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,7.0,5.397824874713195
403,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,8.0,5.825970734546748
404,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,9.0,8.150546186635522
405,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,10.0,5.446833143781221
406,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,11.0,7.103222439012289
407,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,12.0,7.516906349507313
408,MCGRATH AIRPORT AK US,1.0,3.06559
409,MCGRATH AIRPORT AK US,2.0,3.80758
410,MCGRATH AIRPORT AK US,3.0,5.27900
411,MCGRATH AIRPORT AK US,4.0,6.01152
412,MCGRATH AIRPORT AK US,5.0,6.37688
413,MCGRATH AIRPORT AK US,6.0,5.77138
414,MCGRATH AIRPORT AK US,7.0,5.38561
415,MCGRATH AIRPORT AK US,8.0,5.19892
416,MCGRATH AIRPORT AK US,9.0,5.33597
417,MCGRATH AIRPORT AK US,10.0,4.85094
418,MCGRATH AIRPORT AK US,11.0,3.52666
419,MCGRATH AIRPORT AK US,12.0,2.56357
420,NABESNA AK US,1.0,3.432082155898807
421,NABESNA AK US,2.0,3.4955545219069313
422,NABESNA AK US,3.0,5.388203619436066
423,NABESNA AK US,4.0,4.6863931798128355
424,NABESNA AK US,5.0,4.929089344179129
425,NABESNA AK US,6.0,5.839660979034871
426,NABESNA AK US,7.0,3.4041203827495616
427,NABESNA AK US,8.0,5.716228291541653
428,NABESNA AK US,9.0,3.32123727739321
429,NABESNA AK US,10.0,4.525597950993339
430,NABESNA AK US,11.0,4.780841835783613
431,NABESNA AK US,12.0,1.9122244863352118
432,NOME MUNICIPAL AIRPORT AK US,1.0,9.46962
433,NOME MUNICIPAL AIRPORT AK US,2.0,10.0308
434,NOME MUNICIPAL AIRPORT AK US,3.0,9.24925
435,NOME MUNICIPAL AIRPORT AK US,4.0,9.06958
436,NOME MUNICIPAL AIRPORT AK US,5.0,8.98776
437,NOME MUNICIPAL AIRPORT AK US,6.0,8.86902
438,NOME MUNICIPAL AIRPORT AK US,7.0,9.06962
439,NOME MUNICIPAL AIRPORT AK US,8.0,9.75698
440,NOME MUNICIPAL AIRPORT AK US,9.0,9.98777
441,NOME MUNICIPAL AIRPORT AK US,10.0,9.40040
442,NOME MUNICIPAL AIRPORT AK US,11.0,10.4079
443,NOME MUNICIPAL AIRPORT AK US,12.0,10.0958
444,NORTH POLE AK US,1.0,5.258918001649218
445,NORTH POLE AK US,2.0,4.110380652938451
446,NORTH POLE AK US,3.0,5.184954601706068
447,NORTH POLE AK US,4.0,6.496141275305406
448,NORTH POLE AK US,5.0,6.437221108873726
449,NORTH POLE AK US,6.0,6.043471236656016
450,NORTH POLE AK US,7.0,4.454641193324274
451,NORTH POLE AK US,8.0,6.1699306107051655
452,NORTH POLE AK US,9.0,4.97688493419662
453,NORTH POLE AK US,10.0,4.177128111423734
454,NORTH POLE AK US,11.0,4.922825506108089
455,NORTH POLE AK US,12.0,1.62629280606716
456,NORTHWAY AIRPORT AK US,1.0,3.432082155898807
457,NORTHWAY AIRPORT AK US,2.0,3.4955545219069313
458,NORTHWAY AIRPORT AK US,3.0,5.388203619436066
459,NORTHWAY AIRPORT AK US,4.0,4.6863931798128355
460,NORTHWAY AIRPORT AK US,5.0,4.929089344179129
461,NORTHWAY AIRPORT AK US,6.0,5.839660979034871
462,NORTHWAY AIRPORT AK US,7.0,3.4041203827495616
463,NORTHWAY AIRPORT AK US,8.0,5.716228291541653
464,NORTHWAY AIRPORT AK US,9.0,3.32123727739321
465,NORTHWAY AIRPORT AK US,10.0,4.525597950993339
466,NORTHWAY AIRPORT AK US,11.0,4.780841835783613
467,NORTHWAY AIRPORT AK US,12.0,1.9122244863352118
468,PORT ALSWORTH AK US,1.0,7.7991218199245775
469,PORT ALSWORTH AK US,2.0,7.449302642254419
470,PORT ALSWORTH AK US,3.0,7.976474627747628
