station_name,MONTH,wind_speed_mph,data_source
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,5.821460771135568,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,5.435708567367017,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,5.624310942018801,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,7.603196982774368,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,5.96766376278472,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,8.464599994307447,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,9.87237003989214,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,8.435134900021177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,7.475114021897177,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,7.513017758832829,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,6.970298784073771,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,6.268408167323211,tmy3
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,5.821460771135568,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,9.223777168520717,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,6.831682553096315,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,6.8539417280656645,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,7.387620731720532,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,10.111287857134009,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,9.54669054876035,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,10.043247542470839,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,10.659148190181778,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,9.531056008934964,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,10.717348194202073,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,9.519029439838494,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,8.885940820460567,tmy3
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,9.223777168520717,tmy3
