,station_name,MONTH,Wind
61,ALYESKA AK US,6,5.061879848
62,ALYESKA AK US,6,6.842877284
63,ALYESKA AK US,6,5.370897387
64,ALYESKA AK US,6,7.618139995
65,ALYESKA AK US,6,8.885133036
66,ALYESKA AK US,6,7.59162141
67,ALYESKA AK US,6,6.72760262
68,ALYESKA AK US,6,6.761715983
69,ALYESKA AK US,6,6.273268906
70,ALYESKA AK US,6,5.641567351
71,ALYESKA AK US,6,5.239314694
72,ALYESKA AK US,7,4.892137711
73,ALYESKA AK US,7,5.061879848
74,ALYESKA AK US,7,6.842877284
75,ALYESKA AK US,7,5.370897387
76,ALYESKA AK US,7,7.618139995
77,ALYESKA AK US,7,8.885133036
78,ALYESKA AK US,7,7.59162141
79,ALYESKA AK US,7,6.72760262
80,ALYESKA AK US,7,6.761715983
81,ALYESKA AK US,7,6.273268906
82,ALYESKA AK US,7,5.641567351
83,ALYESKA AK US,7,5.239314694
84,ALYESKA AK US,8,4.892137711
85,ALYESKA AK US,8,5.061879848
86,ALYESKA AK US,8,6.842877284
87,ALYESKA AK US,8,5.370897387
88,ALYESKA AK US,8,7.618139995
89,ALYESKA AK US,8,8.885133036
90,ALYESKA AK US,8,7.59162141
91,ALYESKA AK US,8,6.72760262
92,ALYESKA AK US,8,6.761715983
93,ALYESKA AK US,8,6.273268906
94,ALYESKA AK US,8,5.641567351
95,ALYESKA AK US,8,5.239314694
96,ALYESKA AK US,9,4.892137711
97,ALYESKA AK US,9,5.061879848
98,ALYESKA AK US,9,6.842877284
99,ALYESKA AK US,9,5.370897387
100,ALYESKA AK US,9,7.618139995
101,ALYESKA AK US,9,8.885133036
102,ALYESKA AK US,9,7.59162141
103,ALYESKA AK US,9,6.72760262
104,ALYESKA AK US,9,6.761715983
105,ALYESKA AK US,9,6.273268906
106,ALYESKA AK US,9,5.641567351
107,ALYESKA AK US,9,5.239314694
108,ALYESKA AK US,10,4.892137711
109,ALYESKA AK US,10,5.061879848
110,ALYESKA AK US,10,6.842877284
111,ALYESKA AK US,10,5.370897387
112,ALYESKA AK US,10,7.618139995
113,ALYESKA AK US,10,8.885133036
114,ALYESKA AK US,10,7.59162141
115,ALYESKA AK US,10,6.72760262
116,ALYESKA AK US,10,6.761715983
117,ALYESKA AK US,10,6.273268906
118,ALYESKA AK US,10,5.641567351
119,ALYESKA AK US,10,5.239314694
120,ALYESKA AK US,11,4.892137711
121,ALYESKA AK US,11,5.061879848
122,ALYESKA AK US,11,6.842877284
123,ALYESKA AK US,11,5.370897387
124,ALYESKA AK US,11,7.618139995
125,ALYESKA AK US,11,8.885133036
126,ALYESKA AK US,11,7.59162141
127,ALYESKA AK US,11,6.72760262
128,ALYESKA AK US,11,6.761715983
129,ALYESKA AK US,11,6.273268906
130,ALYESKA AK US,11,5.641567351
131,ALYESKA AK US,11,5.239314694
132,ALYESKA AK US,12,4.892137711
133,ALYESKA AK US,12,5.061879848
134,ALYESKA AK US,12,6.842877284
135,ALYESKA AK US,12,5.370897387
136,ALYESKA AK US,12,7.618139995
137,ALYESKA AK US,12,8.885133036
138,ALYESKA AK US,12,7.59162141
139,ALYESKA AK US,12,6.72760262
140,ALYESKA AK US,12,6.761715983
141,ALYESKA AK US,12,6.273268906
142,ALYESKA AK US,12,5.641567351
143,ALYESKA AK US,12,5.239314694
144,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,5.435708567
145,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,5.624310942
146,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,7.603196983
147,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,5.967663763
148,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,8.464599994
149,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,9.87237004
150,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,8.4351349
151,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,7.475114022
152,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,7.513017759
153,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,6.970298784
154,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,6.268408167
155,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,5.821460771
156,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,5.435708567
157,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,5.624310942
158,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,7.603196983
159,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,5.967663763
160,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,8.464599994
161,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,9.87237004
162,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,8.4351349
163,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,7.475114022
164,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,7.513017759
165,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,6.970298784
166,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,6.268408167
167,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,5.821460771
168,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,5.435708567
169,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,5.624310942
170,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,7.603196983
171,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,5.967663763
172,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,8.464599994
173,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,9.87237004
174,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,8.4351349
175,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,7.475114022
176,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,7.513017759
177,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,6.970298784
178,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,6.268408167
179,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,5.821460771
180,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,5.435708567
181,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,5.624310942
182,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,7.603196983
183,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,5.967663763
184,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,8.464599994
185,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,9.87237004
186,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,8.4351349
187,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,7.475114022
188,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,7.513017759
189,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,6.970298784
190,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,6.268408167
191,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,5.821460771
192,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,5.435708567
193,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,5.624310942
194,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,7.603196983
195,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,5.967663763
196,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,8.464599994
197,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,9.87237004
198,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,8.4351349
199,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,7.475114022
200,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,7.513017759
201,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,6.970298784
202,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,6.268408167
203,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,5.821460771
204,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,5.435708567
205,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,5.624310942
206,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,7.603196983
207,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,5.967663763
208,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,8.464599994
209,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,9.87237004
210,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,8.4351349
211,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,7.475114022
212,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,7.513017759
213,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,6.970298784
214,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,6.268408167
215,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,5.821460771
216,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,5.435708567
217,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,5.624310942
218,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,7.603196983
219,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,5.967663763
220,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,8.464599994
221,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,9.87237004
222,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,8.4351349
223,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,7.475114022
224,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,7.513017759
225,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,6.970298784
226,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,6.268408167
227,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,5.821460771
228,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,5.435708567
229,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,5.624310942
230,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,7.603196983
231,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,5.967663763
232,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,8.464599994
233,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,9.87237004
234,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,8.4351349
235,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,7.475114022
236,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,7.513017759
237,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,6.970298784
238,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,6.268408167
239,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,5.821460771
240,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,5.435708567
241,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,5.624310942
242,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,7.603196983
243,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,5.967663763
244,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,8.464599994
245,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,9.87237004
246,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,8.4351349
247,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,7.475114022
248,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,7.513017759
249,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,6.970298784
250,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,6.268408167
251,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,5.821460771
252,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,5.435708567
253,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,5.624310942
254,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,7.603196983
255,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,5.967663763
256,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,8.464599994
257,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,9.87237004
258,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,8.4351349
259,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,7.475114022
260,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,7.513017759
261,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,6.970298784
262,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,6.268408167
263,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,5.821460771
264,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,5.435708567
265,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,5.624310942
266,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,7.603196983
267,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,5.967663763
268,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,8.464599994
269,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,9.87237004
270,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,8.4351349
271,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,7.475114022
272,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,7.513017759
273,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,6.970298784
274,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,6.268408167
275,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,5.821460771
276,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,5.435708567
277,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,5.624310942
278,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,7.603196983
279,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,5.967663763
280,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,8.464599994
281,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,9.87237004
282,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,8.4351349
283,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,7.475114022
284,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,7.513017759
285,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,6.970298784
286,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,6.268408167
287,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,5.821460771
288,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,9.531056009
289,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,10.71734819
290,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,9.51902944
291,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,8.88594082
292,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,9.223777169
293,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,6.831682553
294,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,6.853941728
295,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,7.387620732
296,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,10.11128786
297,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,9.546690549
298,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,10.04324754
299,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,10.65914819
300,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,9.531056009
301,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,10.71734819
302,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,9.51902944
303,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,8.88594082
304,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,9.223777169
305,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,6.831682553
306,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,6.853941728
307,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,7.387620732
308,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,10.11128786
309,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,9.546690549
310,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,10.04324754
311,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,10.65914819
312,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,9.531056009
313,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,10.71734819
314,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,9.51902944
315,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,8.88594082
316,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,9.223777169
317,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,6.831682553
318,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,6.853941728
319,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,7.387620732
320,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,10.11128786
321,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,9.546690549
322,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,10.04324754
323,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,10.65914819
324,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,9.531056009
325,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,10.71734819
326,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,9.51902944
327,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,8.88594082
328,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,9.223777169
329,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,6.831682553
330,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,6.853941728
331,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,7.387620732
332,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,10.11128786
333,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,9.546690549
334,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,10.04324754
335,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,10.65914819
336,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,9.531056009
337,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,10.71734819
338,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,9.51902944
339,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,8.88594082
340,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,9.223777169
341,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,6.831682553
342,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,6.853941728
343,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,7.387620732
344,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,10.11128786
345,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,9.546690549
346,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,10.04324754
347,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,10.65914819
348,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,9.531056009
349,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,10.71734819
350,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,9.51902944
351,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,8.88594082
352,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,9.223777169
353,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,6.831682553
354,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,6.853941728
355,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,7.387620732
356,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,10.11128786
357,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,9.546690549
358,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,10.04324754
359,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,10.65914819
360,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,9.531056009
361,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,10.71734819
362,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,9.51902944
363,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,8.88594082
364,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,9.223777169
365,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,6.831682553
366,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,6.853941728
367,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,7.387620732
368,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,10.11128786
369,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,9.546690549
370,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,10.04324754
371,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,10.65914819
372,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,9.531056009
373,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,10.71734819
374,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,9.51902944
375,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,8.88594082
376,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,9.223777169
377,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,6.831682553
378,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,6.853941728
379,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,7.387620732
380,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,10.11128786
381,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,9.546690549
382,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,10.04324754
383,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,10.65914819
384,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,9.531056009
385,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,10.71734819
386,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,9.51902944
387,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,8.88594082
388,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,9.223777169
389,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,6.831682553
390,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,6.853941728
391,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,7.387620732
392,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,10.11128786
393,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,9.546690549
394,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,10.04324754
395,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,10.65914819
396,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,9.531056009
397,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,10.71734819
398,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,9.51902944
399,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,8.88594082
400,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,9.223777169
401,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,6.831682553
402,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,6.853941728
403,ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,7.387620732
